商品名,英文品名,許可證字號,藥品分類,劑型,規格,主要成分,適應症摘要,推定用途分類,適應症完整原文,持有廠商,是否有效,備註,資料來源
克膚寧軟膏,TOPHERIN OINTMENT,衛署藥製字第025572號,指示藥,軟膏劑,管裝;;罐裝,Tolnaftate,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染、如；足癬（香港腳）、股癬、汗斑。,天下生物科技股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
"""嘉林""潤膚乳膏","DERMFU CREAM ""C.L.""",衛署藥製字第025573號,指示藥,乳膏劑,鋁軟管,Hydrocortisone；Urea,濕疹；皮膚炎,濕疹／皮膚炎,濕疹或皮膚炎,嘉林藥品有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_5411857c-1419-4660-bfde-749ac5539057?c=2
膚思麗凝膠０．０５％（瑞婷羅）,FACELY GEL 0.05% (TRETINOIN),衛署藥製字第025653號,指示藥,外用凝膠劑,瓶裝;;管裝,Tretinoin,青春痘,青春痘外用藥,尋常性痤瘡,皇佳化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_816bb3d1-1356-4f76-b557-33591ca8a005?c=2
"""明大""脫癬寧軟膏","TOSENLIN OINTMENT ""M.T""",衛署藥製字第025694號,指示藥,軟膏劑,瓶裝;;管裝,Tolnaftate；Chlorhexidine,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑,明大化學製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
"""人人"" 炎可治得乳膏","ECONOL-T CREAM ""GCPC""",衛署藥製字第025717號,處方藥,乳膏劑,塑膠瓶裝;;鋁軟管,Triamcinolone；Econazole,濕疹；黴菌感染,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,濕疹性黴菌病、輪廓性濕疹、頑癬、環狀？疹、毛髮癬菌性毛囊炎、鬚瘡,人人化學製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025717號；https://mcp.fda.gov.tw/insert/lablefiles/72596882-6c13-4215-a8de-79f4625f2b79?c=2;https://mcp.fda.gov.tw/insert/lablefiles/850601b1-4521-4ebd-b835-db779335b0ff?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9bdb8992-20a6-491c-83a8-5bc8feabcc75?c=2;https://mcp.fda.gov.tw/insert/lablefiles/203db329-fdc8-44c7-8bc0-73c3e6587f3b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/88e9abcc-3fc8-4dd9-b217-fbc997d4feb2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6b28963e-e74f-4328-a9b8-3c59ee53edaf?c=2;https://mcp.fda.gov.tw/insert/lablefiles/99a9fa46-986d-426a-ba62-7e3f373d3954?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ad7365f4-3371-4309-8591-e005e6689d98?c=2;https://mcp.fda.gov.tw/insert/lablefiles/0b4c7a1c-7c94-4b0e-976c-9c96bf0bf0eb?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2c662375-519e-438e-94d3-c00659af6fc6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9daea433-4065-48fd-809d-07838bba06a7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/0180d4a4-34a6-423e-8356-1bfa77f0de79?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6feb06d9-2c58-49b0-875a-fa930052809f?c=2;https://mcp.fda.gov.tw/insert/lablefiles/77176c99-eff2-40c6-9e5c-637326c03a91?c=2;https://mcp.fda.gov.tw/insert/lablefiles/93f2f932-0ffc-4649-bf7c-7a3e8175e252?c=2;https://mcp.fda.gov.tw/insert/lablefiles/4c25304a-baab-4aee-af2b-35b73c98b85f?c=2;https://mcp.fda.gov.tw/insert/lablefiles/04a1fc35-1e21-4d34-885b-99d01a19a533?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9952bb56-cca9-4913-8e94-c61b6c761ff6?c=2
"""長安""妥娜軟膏",TOL NA OINTMENT,衛署藥製字第025736號,指示藥,軟膏劑,管裝;;瓶裝,Tolnaftate；Chlorhexidine,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染、如：足癬（香港腳）、股癬、汗斑。,長安化學工業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_d68aacb6-dd5c-43f5-906e-27a088565cce?c=2；https://mcp.fda.gov.tw/insert/lablefiles/dff42515-67dc-45de-88c0-2b9e3b617a64_0?c=2
“天理”克黴炎乳膏,Kenazole Cream “Tan Li”,衛署藥製字第025742號,處方藥,乳膏劑,鋁管裝;;塑膠罐裝,Triamcinolone；Econazole,濕疹；黴菌感染,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,濕性黴菌病輪廓性濕疹、頑癬、環狀？疹、毛髮癬菌性、毛囊炎、鬚瘡,天理生物科技有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025742號；https://mcp.fda.gov.tw/insert/lablefiles/90bca3bd-39ec-4b8b-a924-27102b6b3b03?c=2;https://mcp.fda.gov.tw/insert/lablefiles/54930ff5-2eb4-4793-a7fd-031964e38645?c=2
"""陽生"" 雅膚寧乳膏","YEAFULIN CREAM ""Y.S.""",衛署藥製字第025816號,指示藥,軟膏劑,鋁管裝;;塑膠瓶裝,Triamcinolone；Econazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如足癬(香港腳)、股癬、汗斑。緩解濕疹或皮膚炎。,台灣陽生製藥工業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025816號；https://mcp.fda.gov.tw/insert/lablefiles/7700346c-5cac-4543-aca8-1f9a9f391d57?c=2
"""岳生""安治癬乳膏",ANSUSEN CREAM,衛署藥製字第025832號,處方藥,乳膏劑,瓶裝;;管裝,Triamcinolone；Econazole,黴菌感染,香港腳／股癬／體癬／黴菌感染,皮膚因真菌群、酵母菌群、黴菌群所引起之皮膚病,岳生生技股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
"""人人"" 利度凝膠２％（鹽酸利度卡因）","LIDO JELLY 2% (LIDOCAINE HCL) ""GCPC""",衛署藥製字第025860號,處方藥,外用凝膠劑,管裝,Lidocaine,待人工確認,其他常見皮膚外用藥,表面麻醉,人人化學製藥股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025860號
"""美的"" 灰甲淨藥用乳膏","Nail Fungus FAPG Cream ""M.D.""",衛署藥製字第025883號,指示藥,乳膏劑,瓶裝;;管裝,Hydrocortisone；Miconazole,黴菌感染,香港腳／股癬／體癬／黴菌感染,皮膚因真菌群或念珠菌種所引起之皮膚感染症,美的生物科技有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025883號；https://mcp.fda.gov.tw/insert/lablefiles/0ca83f92-16ff-40bb-a58c-517e88dc4539?c=2
"""保濟堂""克黴安乳膏","""PAOCHITANG"" ECONA CREAM",衛署藥製字第025903號,指示藥,乳膏劑,鋁管裝,Triamcinolone；Econazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如足癬(香港腳)、股癬、汗斑。緩解濕疹或皮膚炎。,美西製藥有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第025903號；https://mcp.fda.gov.tw/insert/lablefiles/e31e9f06-232a-4169-a414-89410e95a298_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e31e9f06-232a-4169-a414-89410e95a298_2?c=2
"""成大"" 愛鼻爽點鼻液","A B S NASAL SOLUTION ""CHEN TA""",衛署藥製字第025931號,指示藥,外用液劑,瓶裝,Diphenhydramine；Naphazoline HCl；Procaine HCl,待人工確認,其他常見皮膚外用藥,鼻炎、副鼻腔炎、過敏性鼻炎所引起之鼻塞、流鼻水、鼻出血,成大藥品股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
"""榮民""灼膚星乳膏1%(磺胺嘧啶銀)",SULFASIL CREAM 1% (SILVER SULFADIAZINE),衛署藥製字第026128號,處方藥,乳膏劑,塑膠軟管裝;;塑膠罐裝,Sulfadiazine Silver,燙傷,燙傷／傷口照護,治療或預防燒、燙傷引起之感染症,榮民製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_871c0425-0220-463a-a3e7-633e6640ac9d?c=2；https://mcp.fda.gov.tw/insert/lablefiles/568e8f42-cf6d-438b-af6d-ad9eab0cff5b_0?c=2
炎康乳膏,"ECONAT CREAM ""WINSTON""",衛署藥製字第026155號,處方藥,乳膏劑,鋁管裝;;積層管裝;;塑膠瓶裝,Triamcinolone；Econazole,濕疹；黴菌感染,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,濕疹性黴菌病、輪廓性濕疹、頑癬、環狀？疹、毛髮癬菌性毛囊炎、鬚瘡,溫士頓醫藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026155號；https://mcp.fda.gov.tw/insert/lablefiles/4a84df8b-d987-4615-ab33-58310d93cdfa?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bdac827a-64f8-4860-b25c-ca912492a6ba?c=2
克膚癬乳膏１％（克氯黴唑）,KEFUSHIAN CREAM 1% (CLOTRIMAZOLE),衛署藥製字第026242號,指示藥,乳膏劑,瓶裝;;軟管裝,Clotrimazole,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑。,美西製藥有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026242號；https://mcp.fda.gov.tw/insert/lablefiles/88c833be-720b-4a22-a727-60369d087f25_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/88c833be-720b-4a22-a727-60369d087f25_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/88c833be-720b-4a22-a727-60369d087f25_1?c=2
"""溫士頓""康膚乳膏","CANFLAME CREAM ""WINSTON""",衛署藥製字第026308號,處方藥,乳膏劑,積層管裝;;塑膠軟管裝;;塑膠瓶裝,Sulfadiazine Silver,燙傷,燙傷／傷口照護,預防及治療因燒傷而引起的感染,溫士頓醫藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026308號；https://mcp.fda.gov.tw/insert/lablefiles/6b8b2c72-4639-4e12-8149-a6a4453f0c8d?c=2;https://mcp.fda.gov.tw/insert/lablefiles/93861754-5671-43a8-9461-064aaaf54b1d?c=2;https://mcp.fda.gov.tw/insert/lablefiles/638cd6ab-df70-4e69-82e4-49f5a181987b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2e6ff754-5268-4bf2-865d-21675b729ed0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ee3ae9c9-9fce-4d91-81fb-79679eeeee93?c=2
"""約克""樂膚明乳膏","LOFMIN CREAM ""Y.K.""",衛署藥製字第026337號,指示藥,乳膏劑,鋁軟管;;塑膠瓶裝(HDPE),Hydrocortisone；Miconazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑、濕疹或皮膚炎。,約克製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026337號；https://mcp.fda.gov.tw/insert/lablefiles/8a651288-5a67-406f-ad7e-929f52def95b_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8a651288-5a67-406f-ad7e-929f52def95b_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8a651288-5a67-406f-ad7e-929f52def95b_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8a651288-5a67-406f-ad7e-929f52def95b_3?c=2
適膚乳膏,"CEFUL CREAM ""S.C.""",衛署藥製字第026338號,指示藥,乳膏劑,塑膠瓶裝;;鋁軟管裝,Hydrocortisone；Miconazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑、濕疹或皮膚炎。,十全實業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026338號；https://mcp.fda.gov.tw/insert/lablefiles/7e40c955-796e-4a29-b9ad-ba79279c6279_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7e40c955-796e-4a29-b9ad-ba79279c6279_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7e40c955-796e-4a29-b9ad-ba79279c6279_3?c=2
膚佳朗乳膏,FUGALON CREAM,衛署藥製字第026359號,指示藥,乳膏劑,塑膠瓶裝;;鋁軟管裝,Triamcinolone；Econazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如足癬（香港腳）、股癬、汗斑。緩解濕疹或皮膚炎。,松裕實業股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026359號；https://mcp.fda.gov.tw/insert/lablefiles/b9e3952f-f8cc-485d-a36d-5157f43b8be3_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b9e3952f-f8cc-485d-a36d-5157f43b8be3_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b9e3952f-f8cc-485d-a36d-5157f43b8be3_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b9e3952f-f8cc-485d-a36d-5157f43b8be3_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b9e3952f-f8cc-485d-a36d-5157f43b8be3_4?c=2
"""優良""益可乳膏１０毫克（亦可那挫）",ECO CREAM 10MG (ECONAZOLE),衛署藥製字第026376號,指示藥,乳膏劑,管裝;;罐裝,Econazole,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑。,優良化學製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
百潔碘擦洗液7.5毫克/毫升(普維酮-碘),Biodyne scrub solution 7.5 mg/mL (Povidone Iodine),衛署藥製字第026423號,指示藥,外用液劑,塑膠瓶裝,Iodine (Povidone),傷口,燙傷／傷口照護,緊急處理擦傷、切傷、刺傷、抓傷等皮外之傷口及傷口周圍的洗淨、消毒、殺菌來防止傷口的感染。,中國化學製藥股份有限公司新豐工廠,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026423號；https://mcp.fda.gov.tw/insert/lablefiles/d2ab5568-78c7-481d-aece-6a3e6cbd605d_1?c=2
"""明德""喜多愛膚乳膏0.5毫克/公克（瑞婷羅）",SEEDO-AIRFU CREAM 0.5MG/GM (TRETINOIN),衛署藥製字第026431號,指示藥,乳膏劑,鋁管裝;;塑膠瓶裝,Tretinoin,青春痘,青春痘外用藥,治療尋常性痤瘡。,明德製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_6eb31840-86d1-44c1-9dad-8416b273c4fa?c=2；https://mcp.fda.gov.tw/insert/lablefiles/3cb9a142-380d-4b2a-a3c5-71b210f5a505_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3cb9a142-380d-4b2a-a3c5-71b210f5a505_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3cb9a142-380d-4b2a-a3c5-71b210f5a505_0?c=2
利膚乳膏,"LIFU CREAM ""LITA""",衛署藥製字第026437號,指示藥,乳膏劑,瓶裝,Tocopherol；Pyridoxine Dipalmitate,皮膚炎；燙傷；傷口,濕疹／皮膚炎；燙傷／傷口照護,一般皮膚乾燥、皮膚角化、皮膚炎、外傷及火傷之肉芽新生促進,利達製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_9f83824a-34f4-4332-b2b6-4bc55aaaa88c?c=2
"""生達"" 洗必淨外用液４０公絲/公撮（克羅希西定）","SYLIDIN SOLUTION 40MG/ML ""STANDARD"" (CHLORHEXIDINE)",衛署藥製字第026483號,指示藥,外用液劑,瓶裝,,傷口,燙傷／傷口照護,一般外用消毒劑，可當作初步傷口處理。,生達化學製藥股份有限公司,是,部分成分解析待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_e555356c-db74-4d21-9e5f-39a5aeadfeb2?c=2；https://mcp.fda.gov.tw/insert/lablefiles/13c3a00d-08eb-402d-8ef6-2b669d509a76_0?c=2
"""生達"" 舒爽乳膏","STADERM CREAM ""STANDARD""",衛署藥製字第026554號,處方藥,乳膏劑,塑膠罐裝;;鋁管裝,Triamcinolone；Econazole,濕疹；皮膚炎；黴菌感染；香港腳；股癬；灰指甲；細菌感染,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染；細菌感染／膿皰／傷口感染,真菌群、酵母菌群、黴菌群及革蘭氏陽性細菌混合感染所引起之皮膚和指甲感染症、如香港腳（足癬）禿髮癬、圓癬、紅癬、股癬、灰指甲、汗斑、濕疹性黴菌病、輪廓性濕疹、尿布疹、發炎性皮膚炎、毛囊炎、鬚瘡,生達化學製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026554號；https://mcp.fda.gov.tw/insert/lablefiles/398dee2c-33af-4115-a948-75141ef22df5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bb314ab8-c125-460b-9daa-424eb684065b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/49f61f58-0700-47ab-9d93-72ab2702104a?c=2
"""皇佳""舒肌樂凝膠１０毫克/公克（因多美沙信）","MUSOL Gel 10MG/GM (INDOMETHACIN) ""Royal""",衛署藥製字第026582號,指示藥,外用凝膠劑,鋁軟管裝,Indomethacin (Eq To Indometacin),消炎止痛,疼痛／消炎止痛外用藥,暫時緩解局部疼痛,皇佳化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_9604f84d-e69f-4c44-8e88-c14407e4c2c9?c=2
膚樂克乳膏0.25 毫克,FLUOGOR CREAM 0.25MG (FLUOCINOLONE),衛署藥製字第026589號,指示藥,乳膏劑,瓶裝;;管裝,Fluocinolone,濕疹；皮膚炎,濕疹／皮膚炎,濕疹或皮膚炎。,天下生物科技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026589號；https://mcp.fda.gov.tw/insert/lablefiles/8f0d4856-e6fb-4944-b0ad-00b26b584566?c=2
"""大豐""抗黴菌液10毫克/毫升","ANTIFUNGAL LIQUID 10MG/ML ""T.F.""",衛署藥製字第026632號,指示藥,外用液劑,塑膠瓶裝,Econazole,黴菌感染；香港腳；股癬,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬（香港腳）、股癬、汗斑。,大豐製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026632號；https://mcp.fda.gov.tw/insert/lablefiles/81f7f3b4-d2e4-4f02-adbc-4a67a89d81a5_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/81f7f3b4-d2e4-4f02-adbc-4a67a89d81a5_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/81f7f3b4-d2e4-4f02-adbc-4a67a89d81a5_0?c=2
"""杏輝""悠力素乳膏","ULEX CREAM ""SINPHAR""",衛署藥製字第026636號,指示藥,乳膏劑,鋁管裝;;塑膠瓶裝;;積層鋁管裝,Hydrocortisone；Crotamiton,濕疹；皮膚炎；搔癢；疥瘡；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹／皮膚炎；蕁麻疹／搔癢；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹、皮膚炎群（包括進行性指掌角皮症、單純性苔癬、放射線皮膚炎、日光皮膚炎)、皮膚搔癢症、凍傷、乾癬、寄生性蟲體感染症（疥瘡）及昆蟲刺傷,杏輝藥品工業股份有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026636號；https://mcp.fda.gov.tw/insert/lablefiles/f25cc3de-8a71-4c05-a906-d625b110f025_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f25cc3de-8a71-4c05-a906-d625b110f025_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f25cc3de-8a71-4c05-a906-d625b110f025_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/f25cc3de-8a71-4c05-a906-d625b110f025_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6d7e6869-f401-484e-9270-78fe66bad9d8?c=2
"""人人"" 皮美凝膠０．２５公絲/公克（貝皮質醇）","B-B GEL 0.25MG/GM (BETAMETHASONE) ""GCPC""",衛署藥製字第026637號,處方藥,外用凝膠劑,管裝;;瓶裝,Betamethasone,皮膚炎,濕疹／皮膚炎,治療對於皮質類固醇有療效之皮膚炎,人人化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026637號；https://mcp.fda.gov.tw/insert/lablefiles/83460cf2-d24e-4069-ab74-d7c6a1c2ba46?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6fad4baa-5ddc-400e-943c-4668fce2f997?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c2e4c1ca-e081-4d09-a80f-45cc9ad6a5a4?c=2
"""生達""膚克達乳膏0.1% (酪酸皮質醇)","Hycort Cream 0.10% ""Standard"" (Hydrocortisone-17-Butyrate)",衛署藥製字第026684號,指示藥,乳膏劑,瓶裝;;鋁軟管裝,Hydrocortisone,濕疹；皮膚炎,濕疹／皮膚炎,濕疹或皮膚炎。,生達化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第026684號；https://mcp.fda.gov.tw/insert/lablefiles/74f014e2-51b1-47c3-acc1-32b1f93cb05a?c=2;https://mcp.fda.gov.tw/insert/lablefiles/24dc353d-deb6-409b-9631-3914ea8640eb?c=2;https://mcp.fda.gov.tw/insert/lablefiles/59a10def-7107-4ffd-9915-e387f3beb82a?c=2
